product_code,fit,sub_category_class_raw,class_name,main_category,category,sub_category,main_category_en,category_en,sub_category_en,sub_category_class_en
M1074622002,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010381-88179,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101077-88122,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1081189968,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010339-83522,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1070485707,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1012570-88730,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101441-84566,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101114-84765,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1010924-89503,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101213-86471,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1072883477,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M101339-85945,Other,Büyük Beden,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Curvy
M1010152-88317,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1049785294,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M100328-88114,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M100328-83654,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010152-88976,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010626-88602,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010349-83634,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101225-84107,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101077-83643,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1070483456,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M100277-90993,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010200-85740,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010523-85667,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010616-87976,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1020533422,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1073487587,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010623-91130,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010338-83398,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1049733699,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010763-87748,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101047-84801,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010024-83463,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101047-91442,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1049790508,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101225-88310,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010152-87556,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101114-88731,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1074685721,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101114-83393,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1010235-85010,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M100277-87925,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101225-91125,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101225-90538,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101213-35250,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101225-89121,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010623-87460,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101047-85681,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010152-81461,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101076-88588,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1010125-86451,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010349-86463,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010986-89979,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010578-89223,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101072-84981,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1070484299,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101560-82662,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010677-88899,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1020581363,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1010152-91120,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010600-90049,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M100277-87897,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101047-81055,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101072-83637,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010600-89664,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101077-83035,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M100277-90500,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010720-88363,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010339-84311,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M100277-85280,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010917-91354,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1070488929,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1070484234,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101077-84315,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1013687457,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101441-86297,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010755-87547,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010856-88387,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1010986-90010,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101225-86421,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1073483783,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M101048-84110,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010585-86165,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101114-89966,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1010469-88458,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010450-86229,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010381-85006,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010609-86316,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101225-88314,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1013624623,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M100277-86456,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101047-83754,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010338-85131,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101153-90053,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1074684990,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1070490939,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010914-88748,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1017089957,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1074686459,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010807-88160,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101047-86438,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1012570-89987,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1070490147,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010071-86428,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101298-85130,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010917-89231,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010627-87211,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M414934-82224,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1020585598,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101441-83663,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010114-86185,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101114-88719,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101489-35495,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101048-83408,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101453-82136,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1072884318,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M100484-90057,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010339-86319,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1012570-89573,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1011042-89422,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M100277-35250,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101047-83693,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1074688114,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010152-88307,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101077-85702,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010960-89249,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010819-88622,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010152-91440,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010200-83454,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101049-85014,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010152-84023,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010200-83453,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1012570-86833,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1072886330,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1072884211,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M100328-89569,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1087286144,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1072883513,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M101225-83035,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010585-86166,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
B1010949-88488,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1013683650,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010533-86855,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1067289961,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010616-86814,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101225-84298,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1070488342,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1070484978,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010200-91126,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010914-90009,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010152-88348,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101065-32045,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1072883479,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1020586628,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1010914-89986,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101441-88746,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010071-85603,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1073486291,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010600-88975,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M100980-33687,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M100328-31910,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010749-88207,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1081189714,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1074685738,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M100277-89186,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010623-90043,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010349-89224,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101441-84755,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010114-83682,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
B1012697-91181,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M100484-90079,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010858-89119,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010152-91146,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101441-88452,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1012666-90558,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101046-84392,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101077-85261,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101225-89671,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1013689960,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101213-84108,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010114-85378,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101441-84416,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1019784989,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101077-84979,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101489-84070,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010530-89874,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1017088773,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1010727-90518,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010381-86248,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1074688393,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101077-83642,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010599-86188,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010609-87603,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101180-85009,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1072889651,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1012599-90364,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
101489-35495,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101072-86824,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010490-84820,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1017088150,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101077-34900,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010530-87555,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M100277-83667,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010349-86271,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
